ticker,mode,hold_days,signal_count,trades,win_rate,avg_return,best_trade,worst_trade,total_return
AAPL,XG_only,3,0,0,0.0,0.0,0.0,0.0,0.0
AAPL,XG_only,5,0,0,0.0,0.0,0.0,0.0,0.0
AAPL,XG_only,10,0,0,0.0,0.0,0.0,0.0,0.0
AAPL,XG_only,20,0,0,0.0,0.0,0.0,0.0,0.0
AAPL,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
AAPL,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
AAPL,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
AAPL,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
NVDA,XG_only,3,0,0,0.0,0.0,0.0,0.0,0.0
NVDA,XG_only,5,0,0,0.0,0.0,0.0,0.0,0.0
NVDA,XG_only,10,0,0,0.0,0.0,0.0,0.0,0.0
NVDA,XG_only,20,0,0,0.0,0.0,0.0,0.0,0.0
NVDA,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
NVDA,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
NVDA,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
NVDA,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
MSFT,XG_only,3,0,0,0.0,0.0,0.0,0.0,0.0
